review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_MOCK_ORDER_195,MOCK_ORDER_195,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104106,2026-04-27 23:13:45.104107
REV_MOCK_ORDER_196,MOCK_ORDER_196,1,nao recebi,nao recebi,2026-04-27 23:13:45.104108,2026-04-27 23:13:45.104108
REV_MOCK_ORDER_197,MOCK_ORDER_197,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104109,2026-04-27 23:13:45.104110
REV_MOCK_ORDER_198,MOCK_ORDER_198,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104111,2026-04-27 23:13:45.104111
REV_MOCK_ORDER_199,MOCK_ORDER_199,1,nao recebi,nao recebi,2026-04-27 23:13:45.104112,2026-04-27 23:13:45.104113
REV_MOCK_ORDER_200,MOCK_ORDER_200,3,,,2026-04-27 23:13:45.104114,2026-04-27 23:13:45.104114
REV_MOCK_ORDER_201,MOCK_ORDER_201,2,pessimo,pessimo,2026-04-27 23:13:45.104115,2026-04-27 23:13:45.104115
REV_MOCK_ORDER_202,MOCK_ORDER_202,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104117,2026-04-27 23:13:45.104117
REV_MOCK_ORDER_203,MOCK_ORDER_203,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104118,2026-04-27 23:13:45.104118
REV_MOCK_ORDER_204,MOCK_ORDER_204,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104119,2026-04-27 23:13:45.104120
REV_MOCK_ORDER_205,MOCK_ORDER_205,3,,,2026-04-27 23:13:45.104121,2026-04-27 23:13:45.104121
REV_MOCK_ORDER_206,MOCK_ORDER_206,5,otimo,otimo,2026-04-27 23:13:45.104122,2026-04-27 23:13:45.104123
REV_MOCK_ORDER_207,MOCK_ORDER_207,4,recomendo,recomendo,2026-04-27 23:13:45.104124,2026-04-27 23:13:45.104124
REV_MOCK_ORDER_208,MOCK_ORDER_208,3,,,2026-04-27 23:13:45.104125,2026-04-27 23:13:45.104125
REV_MOCK_ORDER_209,MOCK_ORDER_209,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104126,2026-04-27 23:13:45.104127
REV_MOCK_ORDER_210,MOCK_ORDER_210,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104128,2026-04-27 23:13:45.104128
REV_MOCK_ORDER_211,MOCK_ORDER_211,2,pessimo,pessimo,2026-04-27 23:13:45.104129,2026-04-27 23:13:45.104130
REV_MOCK_ORDER_212,MOCK_ORDER_212,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104131,2026-04-27 23:13:45.104131
REV_MOCK_ORDER_213,MOCK_ORDER_213,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104132,2026-04-27 23:13:45.104132
REV_MOCK_ORDER_214,MOCK_ORDER_214,4,otimo,otimo,2026-04-27 23:13:45.104133,2026-04-27 23:13:45.104134
REV_MOCK_ORDER_215,MOCK_ORDER_215,5,recomendo,recomendo,2026-04-27 23:13:45.104135,2026-04-27 23:13:45.104135
REV_MOCK_ORDER_216,MOCK_ORDER_216,4,excelente produto,excelente produto,2026-04-27 23:13:45.104136,2026-04-27 23:13:45.104137
REV_MOCK_ORDER_217,MOCK_ORDER_217,3,,,2026-04-27 23:13:45.104137,2026-04-27 23:13:45.104138
REV_MOCK_ORDER_218,MOCK_ORDER_218,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104139,2026-04-27 23:13:45.104139
REV_MOCK_ORDER_219,MOCK_ORDER_219,5,recomendo,recomendo,2026-04-27 23:13:45.104140,2026-04-27 23:13:45.104141
REV_MOCK_ORDER_220,MOCK_ORDER_220,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104142,2026-04-27 23:13:45.104142
REV_MOCK_ORDER_221,MOCK_ORDER_221,3,,,2026-04-27 23:13:45.104143,2026-04-27 23:13:45.104143
REV_MOCK_ORDER_222,MOCK_ORDER_222,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104144,2026-04-27 23:13:45.104144
REV_MOCK_ORDER_223,MOCK_ORDER_223,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104145,2026-04-27 23:13:45.104146
REV_MOCK_ORDER_224,MOCK_ORDER_224,3,,,2026-04-27 23:13:45.104147,2026-04-27 23:13:45.104147
REV_MOCK_ORDER_225,MOCK_ORDER_225,5,excelente produto,excelente produto,2026-04-27 23:13:45.104148,2026-04-27 23:13:45.104149
REV_MOCK_ORDER_226,MOCK_ORDER_226,3,,,2026-04-27 23:13:45.104150,2026-04-27 23:13:45.104150
REV_MOCK_ORDER_227,MOCK_ORDER_227,3,,,2026-04-27 23:13:45.104151,2026-04-27 23:13:45.104151
REV_MOCK_ORDER_228,MOCK_ORDER_228,3,,,2026-04-27 23:13:45.104152,2026-04-27 23:13:45.104152
REV_MOCK_ORDER_229,MOCK_ORDER_229,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104154,2026-04-27 23:13:45.104154
REV_MOCK_ORDER_230,MOCK_ORDER_230,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104155,2026-04-27 23:13:45.104155
REV_MOCK_ORDER_231,MOCK_ORDER_231,3,,,2026-04-27 23:13:45.104156,2026-04-27 23:13:45.104156
REV_MOCK_ORDER_232,MOCK_ORDER_232,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104157,2026-04-27 23:13:45.104158
REV_MOCK_ORDER_233,MOCK_ORDER_233,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104159,2026-04-27 23:13:45.104159
REV_MOCK_ORDER_234,MOCK_ORDER_234,3,,,2026-04-27 23:13:45.104160,2026-04-27 23:13:45.104160
REV_MOCK_ORDER_235,MOCK_ORDER_235,3,,,2026-04-27 23:13:45.104161,2026-04-27 23:13:45.104162
REV_MOCK_ORDER_236,MOCK_ORDER_236,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104163,2026-04-27 23:13:45.104163
REV_MOCK_ORDER_237,MOCK_ORDER_237,5,otimo,otimo,2026-04-27 23:13:45.104164,2026-04-27 23:13:45.104164
REV_MOCK_ORDER_238,MOCK_ORDER_238,5,recomendo,recomendo,2026-04-27 23:13:45.104165,2026-04-27 23:13:45.104166
REV_MOCK_ORDER_239,MOCK_ORDER_239,5,excelente produto,excelente produto,2026-04-27 23:13:45.104167,2026-04-27 23:13:45.104167
REV_MOCK_ORDER_240,MOCK_ORDER_240,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104168,2026-04-27 23:13:45.104169
REV_MOCK_ORDER_241,MOCK_ORDER_241,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104170,2026-04-27 23:13:45.104170
REV_MOCK_ORDER_242,MOCK_ORDER_242,4,recomendo,recomendo,2026-04-27 23:13:45.104172,2026-04-27 23:13:45.104172
REV_MOCK_ORDER_243,MOCK_ORDER_243,4,otimo,otimo,2026-04-27 23:13:45.104173,2026-04-27 23:13:45.104173
REV_MOCK_ORDER_244,MOCK_ORDER_244,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104174,2026-04-27 23:13:45.104175
REV_MOCK_ORDER_245,MOCK_ORDER_245,3,,,2026-04-27 23:13:45.104176,2026-04-27 23:13:45.104176
REV_MOCK_ORDER_246,MOCK_ORDER_246,3,,,2026-04-27 23:13:45.104177,2026-04-27 23:13:45.104177
REV_MOCK_ORDER_247,MOCK_ORDER_247,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104178,2026-04-27 23:13:45.104179
REV_MOCK_ORDER_248,MOCK_ORDER_248,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104181,2026-04-27 23:13:45.104181
REV_MOCK_ORDER_249,MOCK_ORDER_249,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104182,2026-04-27 23:13:45.104182
REV_MOCK_ORDER_250,MOCK_ORDER_250,2,nao recebi,nao recebi,2026-04-27 23:13:45.104184,2026-04-27 23:13:45.104184
REV_MOCK_ORDER_251,MOCK_ORDER_251,4,excelente produto,excelente produto,2026-04-27 23:13:45.104185,2026-04-27 23:13:45.104185
REV_MOCK_ORDER_252,MOCK_ORDER_252,3,,,2026-04-27 23:13:45.104186,2026-04-27 23:13:45.104187
REV_MOCK_ORDER_253,MOCK_ORDER_253,1,pessimo,pessimo,2026-04-27 23:13:45.104188,2026-04-27 23:13:45.104188
REV_MOCK_ORDER_254,MOCK_ORDER_254,3,,,2026-04-27 23:13:45.104189,2026-04-27 23:13:45.104189
REV_MOCK_ORDER_255,MOCK_ORDER_255,5,otimo,otimo,2026-04-27 23:13:45.104192,2026-04-27 23:13:45.104192
REV_MOCK_ORDER_256,MOCK_ORDER_256,2,nao recebi,nao recebi,2026-04-27 23:13:45.104194,2026-04-27 23:13:45.104194
REV_MOCK_ORDER_257,MOCK_ORDER_257,2,pessimo,pessimo,2026-04-27 23:13:45.104195,2026-04-27 23:13:45.104196
REV_MOCK_ORDER_258,MOCK_ORDER_258,5,excelente produto,excelente produto,2026-04-27 23:13:45.104197,2026-04-27 23:13:45.104197
REV_MOCK_ORDER_259,MOCK_ORDER_259,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104198,2026-04-27 23:13:45.104198
REV_MOCK_ORDER_260,MOCK_ORDER_260,2,pessimo,pessimo,2026-04-27 23:13:45.104199,2026-04-27 23:13:45.104200
REV_MOCK_ORDER_261,MOCK_ORDER_261,5,otimo,otimo,2026-04-27 23:13:45.104201,2026-04-27 23:13:45.104201
REV_MOCK_ORDER_262,MOCK_ORDER_262,3,,,2026-04-27 23:13:45.104202,2026-04-27 23:13:45.104202
REV_MOCK_ORDER_263,MOCK_ORDER_263,3,,,2026-04-27 23:13:45.104203,2026-04-27 23:13:45.104204
REV_MOCK_ORDER_264,MOCK_ORDER_264,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104205,2026-04-27 23:13:45.104205
REV_MOCK_ORDER_265,MOCK_ORDER_265,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104206,2026-04-27 23:13:45.104206
REV_MOCK_ORDER_266,MOCK_ORDER_266,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104207,2026-04-27 23:13:45.104208
REV_MOCK_ORDER_267,MOCK_ORDER_267,1,nao recebi,nao recebi,2026-04-27 23:13:45.104209,2026-04-27 23:13:45.104209
REV_MOCK_ORDER_268,MOCK_ORDER_268,3,,,2026-04-27 23:13:45.104210,2026-04-27 23:13:45.104210
REV_MOCK_ORDER_269,MOCK_ORDER_269,3,,,2026-04-27 23:13:45.104211,2026-04-27 23:13:45.104211
REV_MOCK_ORDER_270,MOCK_ORDER_270,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104213,2026-04-27 23:13:45.104213
REV_MOCK_ORDER_271,MOCK_ORDER_271,1,nao recebi,nao recebi,2026-04-27 23:13:45.104214,2026-04-27 23:13:45.104215
REV_MOCK_ORDER_272,MOCK_ORDER_272,2,nao recebi,nao recebi,2026-04-27 23:13:45.104216,2026-04-27 23:13:45.104216
REV_MOCK_ORDER_273,MOCK_ORDER_273,3,,,2026-04-27 23:13:45.104217,2026-04-27 23:13:45.104218
REV_MOCK_ORDER_274,MOCK_ORDER_274,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104219,2026-04-27 23:13:45.104219
REV_MOCK_ORDER_275,MOCK_ORDER_275,5,otimo,otimo,2026-04-27 23:13:45.104220,2026-04-27 23:13:45.104220
REV_MOCK_ORDER_276,MOCK_ORDER_276,2,nao recebi,nao recebi,2026-04-27 23:13:45.104222,2026-04-27 23:13:45.104222
REV_MOCK_ORDER_277,MOCK_ORDER_277,3,,,2026-04-27 23:13:45.104223,2026-04-27 23:13:45.104223
REV_MOCK_ORDER_278,MOCK_ORDER_278,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104224,2026-04-27 23:13:45.104224
REV_MOCK_ORDER_279,MOCK_ORDER_279,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104225,2026-04-27 23:13:45.104226
REV_MOCK_ORDER_280,MOCK_ORDER_280,5,excelente produto,excelente produto,2026-04-27 23:13:45.104227,2026-04-27 23:13:45.104227
REV_MOCK_ORDER_281,MOCK_ORDER_281,4,recomendo,recomendo,2026-04-27 23:13:45.104228,2026-04-27 23:13:45.104229
REV_MOCK_ORDER_282,MOCK_ORDER_282,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104230,2026-04-27 23:13:45.104230
REV_MOCK_ORDER_283,MOCK_ORDER_283,1,pessimo,pessimo,2026-04-27 23:13:45.104231,2026-04-27 23:13:45.104231
REV_MOCK_ORDER_284,MOCK_ORDER_284,3,,,2026-04-27 23:13:45.104232,2026-04-27 23:13:45.104233
REV_MOCK_ORDER_285,MOCK_ORDER_285,5,recomendo,recomendo,2026-04-27 23:13:45.104234,2026-04-27 23:13:45.104234
REV_MOCK_ORDER_286,MOCK_ORDER_286,5,otimo,otimo,2026-04-27 23:13:45.104235,2026-04-27 23:13:45.104235
REV_MOCK_ORDER_287,MOCK_ORDER_287,4,otimo,otimo,2026-04-27 23:13:45.104237,2026-04-27 23:13:45.104237
REV_MOCK_ORDER_288,MOCK_ORDER_288,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104238,2026-04-27 23:13:45.104239
REV_MOCK_ORDER_289,MOCK_ORDER_289,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104241,2026-04-27 23:13:45.104242
REV_MOCK_ORDER_290,MOCK_ORDER_290,5,excelente produto,excelente produto,2026-04-27 23:13:45.104243,2026-04-27 23:13:45.104244
REV_MOCK_ORDER_291,MOCK_ORDER_291,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104246,2026-04-27 23:13:45.104246
REV_MOCK_ORDER_292,MOCK_ORDER_292,3,,,2026-04-27 23:13:45.104247,2026-04-27 23:13:45.104248
REV_MOCK_ORDER_293,MOCK_ORDER_293,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104250,2026-04-27 23:13:45.104251
REV_MOCK_ORDER_294,MOCK_ORDER_294,5,excelente produto,excelente produto,2026-04-27 23:13:45.104252,2026-04-27 23:13:45.104253
REV_MOCK_ORDER_295,MOCK_ORDER_295,3,,,2026-04-27 23:13:45.104254,2026-04-27 23:13:45.104255
REV_MOCK_ORDER_296,MOCK_ORDER_296,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104257,2026-04-27 23:13:45.104257
REV_MOCK_ORDER_297,MOCK_ORDER_297,5,excelente produto,excelente produto,2026-04-27 23:13:45.104261,2026-04-27 23:13:45.104262
REV_MOCK_ORDER_298,MOCK_ORDER_298,4,recomendo,recomendo,2026-04-27 23:13:45.104263,2026-04-27 23:13:45.104263
REV_MOCK_ORDER_299,MOCK_ORDER_299,4,excelente produto,excelente produto,2026-04-27 23:13:45.104264,2026-04-27 23:13:45.104264
REV_MOCK_ORDER_300,MOCK_ORDER_300,1,pessimo,pessimo,2026-04-27 23:13:45.104266,2026-04-27 23:13:45.104266
REV_MOCK_ORDER_301,MOCK_ORDER_301,2,pessimo,pessimo,2026-04-27 23:13:45.104267,2026-04-27 23:13:45.104267
REV_MOCK_ORDER_302,MOCK_ORDER_302,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104268,2026-04-27 23:13:45.104269
REV_MOCK_ORDER_303,MOCK_ORDER_303,3,,,2026-04-27 23:13:45.104270,2026-04-27 23:13:45.104270
REV_MOCK_ORDER_304,MOCK_ORDER_304,2,nao recebi,nao recebi,2026-04-27 23:13:45.104271,2026-04-27 23:13:45.104271
REV_MOCK_ORDER_305,MOCK_ORDER_305,3,,,2026-04-27 23:13:45.104272,2026-04-27 23:13:45.104272
REV_MOCK_ORDER_306,MOCK_ORDER_306,4,otimo,otimo,2026-04-27 23:13:45.104274,2026-04-27 23:13:45.104274
REV_MOCK_ORDER_307,MOCK_ORDER_307,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104275,2026-04-27 23:13:45.104275
REV_MOCK_ORDER_308,MOCK_ORDER_308,3,,,2026-04-27 23:13:45.104276,2026-04-27 23:13:45.104276
REV_MOCK_ORDER_309,MOCK_ORDER_309,1,pessimo,pessimo,2026-04-27 23:13:45.104278,2026-04-27 23:13:45.104278
REV_MOCK_ORDER_310,MOCK_ORDER_310,2,nao recebi,nao recebi,2026-04-27 23:13:45.104279,2026-04-27 23:13:45.104280
REV_MOCK_ORDER_311,MOCK_ORDER_311,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104281,2026-04-27 23:13:45.104281
REV_MOCK_ORDER_312,MOCK_ORDER_312,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104282,2026-04-27 23:13:45.104282
REV_MOCK_ORDER_313,MOCK_ORDER_313,3,,,2026-04-27 23:13:45.104283,2026-04-27 23:13:45.104284
REV_MOCK_ORDER_314,MOCK_ORDER_314,3,,,2026-04-27 23:13:45.104284,2026-04-27 23:13:45.104285
REV_MOCK_ORDER_315,MOCK_ORDER_315,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104286,2026-04-27 23:13:45.104286
REV_MOCK_ORDER_316,MOCK_ORDER_316,5,recomendo,recomendo,2026-04-27 23:13:45.104287,2026-04-27 23:13:45.104288
REV_MOCK_ORDER_317,MOCK_ORDER_317,3,,,2026-04-27 23:13:45.104288,2026-04-27 23:13:45.104289
REV_MOCK_ORDER_318,MOCK_ORDER_318,2,pessimo,pessimo,2026-04-27 23:13:45.104290,2026-04-27 23:13:45.104290
REV_MOCK_ORDER_319,MOCK_ORDER_319,2,pessimo,pessimo,2026-04-27 23:13:45.104291,2026-04-27 23:13:45.104291
REV_MOCK_ORDER_320,MOCK_ORDER_320,4,otimo,otimo,2026-04-27 23:13:45.104293,2026-04-27 23:13:45.104293
REV_MOCK_ORDER_321,MOCK_ORDER_321,2,nao recebi,nao recebi,2026-04-27 23:13:45.104294,2026-04-27 23:13:45.104294
REV_MOCK_ORDER_322,MOCK_ORDER_322,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104296,2026-04-27 23:13:45.104296
REV_MOCK_ORDER_323,MOCK_ORDER_323,4,excelente produto,excelente produto,2026-04-27 23:13:45.104318,2026-04-27 23:13:45.104319
REV_MOCK_ORDER_324,MOCK_ORDER_324,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104320,2026-04-27 23:13:45.104321
REV_MOCK_ORDER_325,MOCK_ORDER_325,3,,,2026-04-27 23:13:45.104322,2026-04-27 23:13:45.104322
REV_MOCK_ORDER_326,MOCK_ORDER_326,3,,,2026-04-27 23:13:45.104323,2026-04-27 23:13:45.104323
REV_MOCK_ORDER_327,MOCK_ORDER_327,4,otimo,otimo,2026-04-27 23:13:45.104324,2026-04-27 23:13:45.104325
REV_MOCK_ORDER_328,MOCK_ORDER_328,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104326,2026-04-27 23:13:45.104326
REV_MOCK_ORDER_329,MOCK_ORDER_329,4,recomendo,recomendo,2026-04-27 23:13:45.104327,2026-04-27 23:13:45.104328
REV_MOCK_ORDER_330,MOCK_ORDER_330,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104329,2026-04-27 23:13:45.104329
REV_MOCK_ORDER_331,MOCK_ORDER_331,2,pessimo,pessimo,2026-04-27 23:13:45.104331,2026-04-27 23:13:45.104331
REV_MOCK_ORDER_332,MOCK_ORDER_332,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104332,2026-04-27 23:13:45.104332
REV_MOCK_ORDER_333,MOCK_ORDER_333,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104334,2026-04-27 23:13:45.104334
REV_MOCK_ORDER_334,MOCK_ORDER_334,4,otimo,otimo,2026-04-27 23:13:45.104335,2026-04-27 23:13:45.104336
REV_MOCK_ORDER_335,MOCK_ORDER_335,4,otimo,otimo,2026-04-27 23:13:45.104337,2026-04-27 23:13:45.104337
REV_MOCK_ORDER_336,MOCK_ORDER_336,2,pessimo,pessimo,2026-04-27 23:13:45.104339,2026-04-27 23:13:45.104339
REV_MOCK_ORDER_337,MOCK_ORDER_337,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104340,2026-04-27 23:13:45.104340
REV_MOCK_ORDER_338,MOCK_ORDER_338,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104341,2026-04-27 23:13:45.104342
REV_MOCK_ORDER_339,MOCK_ORDER_339,1,pessimo,pessimo,2026-04-27 23:13:45.104343,2026-04-27 23:13:45.104343
REV_MOCK_ORDER_340,MOCK_ORDER_340,1,pessimo,pessimo,2026-04-27 23:13:45.104345,2026-04-27 23:13:45.104345
REV_MOCK_ORDER_341,MOCK_ORDER_341,5,recomendo,recomendo,2026-04-27 23:13:45.104346,2026-04-27 23:13:45.104347
REV_MOCK_ORDER_342,MOCK_ORDER_342,3,,,2026-04-27 23:13:45.104348,2026-04-27 23:13:45.104348
REV_MOCK_ORDER_343,MOCK_ORDER_343,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104349,2026-04-27 23:13:45.104350
REV_MOCK_ORDER_344,MOCK_ORDER_344,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104351,2026-04-27 23:13:45.104351
REV_MOCK_ORDER_345,MOCK_ORDER_345,5,excelente produto,excelente produto,2026-04-27 23:13:45.104353,2026-04-27 23:13:45.104353
REV_MOCK_ORDER_346,MOCK_ORDER_346,1,nao recebi,nao recebi,2026-04-27 23:13:45.104354,2026-04-27 23:13:45.104354
REV_MOCK_ORDER_347,MOCK_ORDER_347,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104356,2026-04-27 23:13:45.104356
REV_MOCK_ORDER_348,MOCK_ORDER_348,5,recomendo,recomendo,2026-04-27 23:13:45.104357,2026-04-27 23:13:45.104357
REV_MOCK_ORDER_349,MOCK_ORDER_349,5,entrega rapida,entrega rapida,2026-04-27 23:13:45.104359,2026-04-27 23:13:45.104359
REV_MOCK_ORDER_350,MOCK_ORDER_350,3,,,2026-04-27 23:13:45.104360,2026-04-27 23:13:45.104360
REV_MOCK_ORDER_351,MOCK_ORDER_351,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104361,2026-04-27 23:13:45.104362
REV_MOCK_ORDER_352,MOCK_ORDER_352,1,pessimo,pessimo,2026-04-27 23:13:45.104363,2026-04-27 23:13:45.104363
REV_MOCK_ORDER_353,MOCK_ORDER_353,4,recomendo,recomendo,2026-04-27 23:13:45.104365,2026-04-27 23:13:45.104365
REV_MOCK_ORDER_354,MOCK_ORDER_354,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104366,2026-04-27 23:13:45.104367
REV_MOCK_ORDER_355,MOCK_ORDER_355,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104368,2026-04-27 23:13:45.104368
REV_MOCK_ORDER_356,MOCK_ORDER_356,5,recomendo,recomendo,2026-04-27 23:13:45.104369,2026-04-27 23:13:45.104370
REV_MOCK_ORDER_357,MOCK_ORDER_357,3,,,2026-04-27 23:13:45.104370,2026-04-27 23:13:45.104371
REV_MOCK_ORDER_358,MOCK_ORDER_358,2,pessimo,pessimo,2026-04-27 23:13:45.104372,2026-04-27 23:13:45.104372
REV_MOCK_ORDER_359,MOCK_ORDER_359,3,,,2026-04-27 23:13:45.104373,2026-04-27 23:13:45.104373
REV_MOCK_ORDER_360,MOCK_ORDER_360,1,pessimo,pessimo,2026-04-27 23:13:45.104375,2026-04-27 23:13:45.104375
REV_MOCK_ORDER_361,MOCK_ORDER_361,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104376,2026-04-27 23:13:45.104377
REV_MOCK_ORDER_362,MOCK_ORDER_362,5,recomendo,recomendo,2026-04-27 23:13:45.104378,2026-04-27 23:13:45.104378
REV_MOCK_ORDER_363,MOCK_ORDER_363,2,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104379,2026-04-27 23:13:45.104380
REV_MOCK_ORDER_364,MOCK_ORDER_364,3,,,2026-04-27 23:13:45.104380,2026-04-27 23:13:45.104381
REV_MOCK_ORDER_365,MOCK_ORDER_365,1,pessimo,pessimo,2026-04-27 23:13:45.104382,2026-04-27 23:13:45.104382
REV_MOCK_ORDER_366,MOCK_ORDER_366,3,,,2026-04-27 23:13:45.104383,2026-04-27 23:13:45.104384
REV_MOCK_ORDER_367,MOCK_ORDER_367,1,produto com defeito,produto com defeito,2026-04-27 23:13:45.104386,2026-04-27 23:13:45.104387
REV_MOCK_ORDER_368,MOCK_ORDER_368,2,pessimo,pessimo,2026-04-27 23:13:45.104388,2026-04-27 23:13:45.104388
REV_MOCK_ORDER_369,MOCK_ORDER_369,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104389,2026-04-27 23:13:45.104390
REV_MOCK_ORDER_370,MOCK_ORDER_370,2,pessimo,pessimo,2026-04-27 23:13:45.104391,2026-04-27 23:13:45.104391
REV_MOCK_ORDER_371,MOCK_ORDER_371,4,recomendo,recomendo,2026-04-27 23:13:45.104392,2026-04-27 23:13:45.104393
REV_MOCK_ORDER_372,MOCK_ORDER_372,4,otimo,otimo,2026-04-27 23:13:45.104394,2026-04-27 23:13:45.104394
REV_MOCK_ORDER_373,MOCK_ORDER_373,5,otimo,otimo,2026-04-27 23:13:45.104395,2026-04-27 23:13:45.104396
REV_MOCK_ORDER_374,MOCK_ORDER_374,4,otimo,otimo,2026-04-27 23:13:45.104397,2026-04-27 23:13:45.104397
REV_MOCK_ORDER_375,MOCK_ORDER_375,3,,,2026-04-27 23:13:45.104398,2026-04-27 23:13:45.104399
REV_MOCK_ORDER_376,MOCK_ORDER_376,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104400,2026-04-27 23:13:45.104400
REV_MOCK_ORDER_377,MOCK_ORDER_377,4,otimo,otimo,2026-04-27 23:13:45.104401,2026-04-27 23:13:45.104401
REV_MOCK_ORDER_378,MOCK_ORDER_378,3,,,2026-04-27 23:13:45.104402,2026-04-27 23:13:45.104403
REV_MOCK_ORDER_379,MOCK_ORDER_379,4,recomendo,recomendo,2026-04-27 23:13:45.104404,2026-04-27 23:13:45.104404
REV_MOCK_ORDER_380,MOCK_ORDER_380,3,,,2026-04-27 23:13:45.104405,2026-04-27 23:13:45.104406
REV_MOCK_ORDER_381,MOCK_ORDER_381,3,,,2026-04-27 23:13:45.104406,2026-04-27 23:13:45.104407
REV_MOCK_ORDER_382,MOCK_ORDER_382,1,atraso na entrega,atraso na entrega,2026-04-27 23:13:45.104408,2026-04-27 23:13:45.104408
REV_MOCK_ORDER_383,MOCK_ORDER_383,4,recomendo,recomendo,2026-04-27 23:13:45.104409,2026-04-27 23:13:45.104410
REV_MOCK_ORDER_384,MOCK_ORDER_384,4,entrega rapida,entrega rapida,2026-04-27 23:13:45.104411,2026-04-27 23:13:45.104411
REV_MOCK_ORDER_385,MOCK_ORDER_385,2,produto com defeito,produto com defeito,2026-04-27 23:13:45.104412,2026-04-27 23:13:45.104413
REV_MOCK_ORDER_386,MOCK_ORDER_386,1,nao recebi,nao recebi,2026-04-27 23:13:45.104414,2026-04-27 23:13:45.104414
REV_MOCK_ORDER_387,MOCK_ORDER_387,5,excelente produto,excelente produto,2026-04-27 23:13:45.104416,2026-04-27 23:13:45.104416
REV_MOCK_ORDER_388,MOCK_ORDER_388,5,recomendo,recomendo,2026-04-27 23:13:45.104417,2026-04-27 23:13:45.104418
REV_MOCK_ORDER_389,MOCK_ORDER_389,3,,,2026-04-27 23:13:45.104419,2026-04-27 23:13:45.104419
REV_MOCK_ORDER_390,MOCK_ORDER_390,5,otimo,otimo,2026-04-27 23:13:45.104420,2026-04-27 23:13:45.104420
