order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
MOCK_ORDER_117,1,MOCK_PROD_14,MOCK_SELL_2,2026-04-27 23:13:45.091556,94.61,15.76
MOCK_ORDER_117,2,MOCK_PROD_3,MOCK_SELL_16,2026-04-27 23:13:45.091558,30.68,16.64
MOCK_ORDER_118,1,MOCK_PROD_5,MOCK_SELL_3,2026-04-27 23:13:45.091561,19.36,24.18
MOCK_ORDER_119,1,MOCK_PROD_32,MOCK_SELL_3,2026-04-27 23:13:45.091563,126.44,13.65
MOCK_ORDER_119,2,MOCK_PROD_27,MOCK_SELL_14,2026-04-27 23:13:45.091566,466.44,32.54
MOCK_ORDER_119,3,MOCK_PROD_31,MOCK_SELL_1,2026-04-27 23:13:45.091568,393.45,21.81
MOCK_ORDER_120,1,MOCK_PROD_44,MOCK_SELL_15,2026-04-27 23:13:45.091570,330.62,12.88
MOCK_ORDER_121,1,MOCK_PROD_28,MOCK_SELL_5,2026-04-27 23:13:45.091572,72.63,43.16
MOCK_ORDER_121,2,MOCK_PROD_46,MOCK_SELL_4,2026-04-27 23:13:45.091575,234.88,48.22
MOCK_ORDER_122,1,MOCK_PROD_15,MOCK_SELL_15,2026-04-27 23:13:45.091577,177.18,48.67
MOCK_ORDER_122,2,MOCK_PROD_47,MOCK_SELL_13,2026-04-27 23:13:45.091579,235.91,32.34
MOCK_ORDER_123,1,MOCK_PROD_36,MOCK_SELL_16,2026-04-27 23:13:45.091582,39.89,38.75
MOCK_ORDER_123,2,MOCK_PROD_11,MOCK_SELL_11,2026-04-27 23:13:45.091584,268.76,36.13
MOCK_ORDER_123,3,MOCK_PROD_24,MOCK_SELL_7,2026-04-27 23:13:45.091586,168.46,15.59
MOCK_ORDER_124,1,MOCK_PROD_37,MOCK_SELL_4,2026-04-27 23:13:45.091588,264.39,23.87
MOCK_ORDER_124,2,MOCK_PROD_29,MOCK_SELL_11,2026-04-27 23:13:45.091591,368.31,15.39
MOCK_ORDER_125,1,MOCK_PROD_24,MOCK_SELL_12,2026-04-27 23:13:45.091593,80.97,26.97
MOCK_ORDER_126,1,MOCK_PROD_28,MOCK_SELL_20,2026-04-27 23:13:45.091596,416.17,45.52
MOCK_ORDER_127,1,MOCK_PROD_33,MOCK_SELL_12,2026-04-27 23:13:45.091599,99.96,49.92
MOCK_ORDER_127,2,MOCK_PROD_25,MOCK_SELL_12,2026-04-27 23:13:45.091601,38.49,46.28
MOCK_ORDER_127,3,MOCK_PROD_46,MOCK_SELL_10,2026-04-27 23:13:45.091603,186.98,13.42
MOCK_ORDER_128,1,MOCK_PROD_13,MOCK_SELL_12,2026-04-27 23:13:45.091605,182.39,31.72
MOCK_ORDER_129,1,MOCK_PROD_26,MOCK_SELL_19,2026-04-27 23:13:45.091608,76.53,31.8
MOCK_ORDER_129,2,MOCK_PROD_29,MOCK_SELL_11,2026-04-27 23:13:45.091610,421.39,44.54
MOCK_ORDER_129,3,MOCK_PROD_45,MOCK_SELL_7,2026-04-27 23:13:45.091612,37.84,15.94
MOCK_ORDER_130,1,MOCK_PROD_37,MOCK_SELL_9,2026-04-27 23:13:45.091614,173.95,42.9
MOCK_ORDER_130,2,MOCK_PROD_44,MOCK_SELL_6,2026-04-27 23:13:45.091616,135.39,9.56
MOCK_ORDER_131,1,MOCK_PROD_42,MOCK_SELL_11,2026-04-27 23:13:45.091640,347.75,7.86
MOCK_ORDER_132,1,MOCK_PROD_6,MOCK_SELL_19,2026-04-27 23:13:45.091643,309.08,10.4
MOCK_ORDER_132,2,MOCK_PROD_11,MOCK_SELL_8,2026-04-27 23:13:45.091645,233.01,22.29
MOCK_ORDER_133,1,MOCK_PROD_25,MOCK_SELL_7,2026-04-27 23:13:45.091647,427.7,43.16
MOCK_ORDER_134,1,MOCK_PROD_11,MOCK_SELL_14,2026-04-27 23:13:45.091650,200.89,10.2
MOCK_ORDER_134,2,MOCK_PROD_1,MOCK_SELL_4,2026-04-27 23:13:45.091652,14.22,33.98
MOCK_ORDER_134,3,MOCK_PROD_5,MOCK_SELL_8,2026-04-27 23:13:45.091654,183.76,43.24
MOCK_ORDER_135,1,MOCK_PROD_43,MOCK_SELL_17,2026-04-27 23:13:45.091657,15.36,38.64
MOCK_ORDER_136,1,MOCK_PROD_3,MOCK_SELL_4,2026-04-27 23:13:45.091659,386.85,27.99
MOCK_ORDER_136,2,MOCK_PROD_21,MOCK_SELL_5,2026-04-27 23:13:45.091661,410.47,46.38
MOCK_ORDER_136,3,MOCK_PROD_35,MOCK_SELL_7,2026-04-27 23:13:45.091664,382.47,21.22
MOCK_ORDER_137,1,MOCK_PROD_37,MOCK_SELL_17,2026-04-27 23:13:45.091667,37.05,49.37
MOCK_ORDER_138,1,MOCK_PROD_21,MOCK_SELL_15,2026-04-27 23:13:45.091669,269.57,20.47
MOCK_ORDER_139,1,MOCK_PROD_46,MOCK_SELL_15,2026-04-27 23:13:45.091672,167.79,49.27
MOCK_ORDER_139,2,MOCK_PROD_25,MOCK_SELL_14,2026-04-27 23:13:45.091674,138.71,36.52
MOCK_ORDER_140,1,MOCK_PROD_8,MOCK_SELL_8,2026-04-27 23:13:45.091676,110.9,5.35
MOCK_ORDER_140,2,MOCK_PROD_48,MOCK_SELL_1,2026-04-27 23:13:45.091679,64.24,22.82
MOCK_ORDER_140,3,MOCK_PROD_24,MOCK_SELL_3,2026-04-27 23:13:45.091681,439.68,40.76
MOCK_ORDER_141,1,MOCK_PROD_35,MOCK_SELL_12,2026-04-27 23:13:45.091683,321.38,18.07
MOCK_ORDER_141,2,MOCK_PROD_41,MOCK_SELL_7,2026-04-27 23:13:45.091686,132.43,32.03
MOCK_ORDER_142,1,MOCK_PROD_17,MOCK_SELL_14,2026-04-27 23:13:45.091688,192.49,18.66
MOCK_ORDER_142,2,MOCK_PROD_5,MOCK_SELL_7,2026-04-27 23:13:45.091690,155.08,45.66
MOCK_ORDER_142,3,MOCK_PROD_41,MOCK_SELL_1,2026-04-27 23:13:45.091692,493.2,36.03
MOCK_ORDER_143,1,MOCK_PROD_20,MOCK_SELL_5,2026-04-27 23:13:45.091695,310.27,26.67
MOCK_ORDER_143,2,MOCK_PROD_12,MOCK_SELL_4,2026-04-27 23:13:45.091698,229.0,18.36
MOCK_ORDER_144,1,MOCK_PROD_11,MOCK_SELL_19,2026-04-27 23:13:45.091700,396.91,15.71
MOCK_ORDER_145,1,MOCK_PROD_16,MOCK_SELL_19,2026-04-27 23:13:45.091703,386.87,40.05
MOCK_ORDER_145,2,MOCK_PROD_38,MOCK_SELL_13,2026-04-27 23:13:45.091705,221.34,12.02
MOCK_ORDER_145,3,MOCK_PROD_44,MOCK_SELL_20,2026-04-27 23:13:45.091707,202.88,47.44
MOCK_ORDER_146,1,MOCK_PROD_32,MOCK_SELL_1,2026-04-27 23:13:45.091710,255.5,16.08
MOCK_ORDER_147,1,MOCK_PROD_29,MOCK_SELL_3,2026-04-27 23:13:45.091713,25.27,31.28
MOCK_ORDER_148,1,MOCK_PROD_46,MOCK_SELL_6,2026-04-27 23:13:45.091716,340.83,16.34
MOCK_ORDER_148,2,MOCK_PROD_22,MOCK_SELL_9,2026-04-27 23:13:45.091718,321.56,32.4
MOCK_ORDER_149,1,MOCK_PROD_1,MOCK_SELL_17,2026-04-27 23:13:45.091721,487.39,22.82
MOCK_ORDER_149,2,MOCK_PROD_19,MOCK_SELL_13,2026-04-27 23:13:45.091723,262.97,45.42
MOCK_ORDER_150,1,MOCK_PROD_42,MOCK_SELL_13,2026-04-27 23:13:45.091725,177.75,7.52
MOCK_ORDER_150,2,MOCK_PROD_22,MOCK_SELL_1,2026-04-27 23:13:45.091728,352.51,5.77
MOCK_ORDER_150,3,MOCK_PROD_29,MOCK_SELL_6,2026-04-27 23:13:45.091730,288.77,20.93
MOCK_ORDER_151,1,MOCK_PROD_50,MOCK_SELL_2,2026-04-27 23:13:45.091732,423.71,27.38
MOCK_ORDER_152,1,MOCK_PROD_50,MOCK_SELL_4,2026-04-27 23:13:45.091735,426.94,48.03
MOCK_ORDER_153,1,MOCK_PROD_10,MOCK_SELL_15,2026-04-27 23:13:45.091738,167.95,26.72
MOCK_ORDER_153,2,MOCK_PROD_39,MOCK_SELL_2,2026-04-27 23:13:45.091740,247.69,16.29
MOCK_ORDER_154,1,MOCK_PROD_24,MOCK_SELL_12,2026-04-27 23:13:45.091743,371.63,25.19
MOCK_ORDER_155,1,MOCK_PROD_44,MOCK_SELL_20,2026-04-27 23:13:45.091746,239.71,42.17
MOCK_ORDER_155,2,MOCK_PROD_30,MOCK_SELL_10,2026-04-27 23:13:45.091748,186.35,8.62
MOCK_ORDER_155,3,MOCK_PROD_6,MOCK_SELL_17,2026-04-27 23:13:45.091750,130.69,45.8
MOCK_ORDER_156,1,MOCK_PROD_28,MOCK_SELL_14,2026-04-27 23:13:45.091753,233.49,43.8
MOCK_ORDER_156,2,MOCK_PROD_42,MOCK_SELL_12,2026-04-27 23:13:45.091755,444.46,26.93
MOCK_ORDER_157,1,MOCK_PROD_3,MOCK_SELL_15,2026-04-27 23:13:45.091757,366.27,22.28
MOCK_ORDER_158,1,MOCK_PROD_49,MOCK_SELL_6,2026-04-27 23:13:45.091760,361.78,17.5
MOCK_ORDER_159,1,MOCK_PROD_36,MOCK_SELL_20,2026-04-27 23:13:45.091763,110.28,49.18
MOCK_ORDER_159,2,MOCK_PROD_7,MOCK_SELL_16,2026-04-27 23:13:45.091780,92.07,44.32
MOCK_ORDER_159,3,MOCK_PROD_14,MOCK_SELL_12,2026-04-27 23:13:45.091782,221.87,40.15
MOCK_ORDER_160,1,MOCK_PROD_4,MOCK_SELL_15,2026-04-27 23:13:45.091784,404.84,8.17
MOCK_ORDER_161,1,MOCK_PROD_15,MOCK_SELL_5,2026-04-27 23:13:45.091787,327.96,23.08
MOCK_ORDER_161,2,MOCK_PROD_20,MOCK_SELL_12,2026-04-27 23:13:45.091810,303.14,35.08
MOCK_ORDER_162,1,MOCK_PROD_28,MOCK_SELL_3,2026-04-27 23:13:45.091812,428.32,36.49
MOCK_ORDER_162,2,MOCK_PROD_48,MOCK_SELL_17,2026-04-27 23:13:45.091814,442.62,14.53
MOCK_ORDER_162,3,MOCK_PROD_31,MOCK_SELL_16,2026-04-27 23:13:45.091817,53.18,27.17
MOCK_ORDER_163,1,MOCK_PROD_43,MOCK_SELL_13,2026-04-27 23:13:45.091819,294.09,5.33
MOCK_ORDER_163,2,MOCK_PROD_5,MOCK_SELL_15,2026-04-27 23:13:45.091821,125.76,12.15
MOCK_ORDER_164,1,MOCK_PROD_31,MOCK_SELL_17,2026-04-27 23:13:45.091824,34.41,8.51
MOCK_ORDER_165,1,MOCK_PROD_1,MOCK_SELL_17,2026-04-27 23:13:45.091826,327.51,20.23
MOCK_ORDER_166,1,MOCK_PROD_13,MOCK_SELL_14,2026-04-27 23:13:45.091829,215.9,34.81
MOCK_ORDER_166,2,MOCK_PROD_45,MOCK_SELL_12,2026-04-27 23:13:45.091831,86.48,49.34
MOCK_ORDER_166,3,MOCK_PROD_14,MOCK_SELL_12,2026-04-27 23:13:45.091833,298.75,38.59
MOCK_ORDER_167,1,MOCK_PROD_32,MOCK_SELL_11,2026-04-27 23:13:45.091835,243.31,6.03
MOCK_ORDER_168,1,MOCK_PROD_34,MOCK_SELL_4,2026-04-27 23:13:45.091838,24.99,14.87
MOCK_ORDER_169,1,MOCK_PROD_32,MOCK_SELL_7,2026-04-27 23:13:45.091840,121.02,27.57
MOCK_ORDER_169,2,MOCK_PROD_5,MOCK_SELL_7,2026-04-27 23:13:45.091843,118.94,20.52
MOCK_ORDER_169,3,MOCK_PROD_36,MOCK_SELL_19,2026-04-27 23:13:45.091845,491.71,16.72
MOCK_ORDER_170,1,MOCK_PROD_35,MOCK_SELL_16,2026-04-27 23:13:45.091847,205.5,31.44
MOCK_ORDER_171,1,MOCK_PROD_37,MOCK_SELL_6,2026-04-27 23:13:45.091850,380.71,23.55
MOCK_ORDER_171,2,MOCK_PROD_33,MOCK_SELL_6,2026-04-27 23:13:45.091852,267.36,14.16
MOCK_ORDER_172,1,MOCK_PROD_17,MOCK_SELL_10,2026-04-27 23:13:45.091855,188.59,33.71
MOCK_ORDER_172,2,MOCK_PROD_25,MOCK_SELL_6,2026-04-27 23:13:45.091857,282.69,29.44
MOCK_ORDER_172,3,MOCK_PROD_17,MOCK_SELL_10,2026-04-27 23:13:45.091859,54.38,49.19
MOCK_ORDER_173,1,MOCK_PROD_9,MOCK_SELL_6,2026-04-27 23:13:45.091861,447.98,10.93
MOCK_ORDER_174,1,MOCK_PROD_11,MOCK_SELL_17,2026-04-27 23:13:45.091864,62.94,47.0
MOCK_ORDER_175,1,MOCK_PROD_18,MOCK_SELL_19,2026-04-27 23:13:45.091867,198.57,7.31
MOCK_ORDER_175,2,MOCK_PROD_20,MOCK_SELL_18,2026-04-27 23:13:45.091869,161.29,8.32
MOCK_ORDER_175,3,MOCK_PROD_27,MOCK_SELL_10,2026-04-27 23:13:45.091871,408.76,15.84
MOCK_ORDER_176,1,MOCK_PROD_45,MOCK_SELL_5,2026-04-27 23:13:45.091873,136.8,12.29
MOCK_ORDER_177,1,MOCK_PROD_36,MOCK_SELL_13,2026-04-27 23:13:45.091876,316.62,34.79
MOCK_ORDER_177,2,MOCK_PROD_4,MOCK_SELL_19,2026-04-27 23:13:45.091878,22.66,6.71
MOCK_ORDER_178,1,MOCK_PROD_48,MOCK_SELL_1,2026-04-27 23:13:45.091880,20.73,35.33
MOCK_ORDER_179,1,MOCK_PROD_50,MOCK_SELL_5,2026-04-27 23:13:45.091883,352.85,45.3
MOCK_ORDER_179,2,MOCK_PROD_24,MOCK_SELL_19,2026-04-27 23:13:45.091885,315.13,33.92
MOCK_ORDER_179,3,MOCK_PROD_42,MOCK_SELL_8,2026-04-27 23:13:45.091887,128.97,24.16
MOCK_ORDER_180,1,MOCK_PROD_3,MOCK_SELL_19,2026-04-27 23:13:45.091890,217.36,31.82
MOCK_ORDER_180,2,MOCK_PROD_38,MOCK_SELL_15,2026-04-27 23:13:45.091892,357.58,17.09
MOCK_ORDER_180,3,MOCK_PROD_19,MOCK_SELL_7,2026-04-27 23:13:45.091895,98.56,34.31
MOCK_ORDER_181,1,MOCK_PROD_22,MOCK_SELL_20,2026-04-27 23:13:45.091897,113.84,24.44
MOCK_ORDER_181,2,MOCK_PROD_11,MOCK_SELL_9,2026-04-27 23:13:45.091914,145.49,43.92
MOCK_ORDER_182,1,MOCK_PROD_13,MOCK_SELL_8,2026-04-27 23:13:45.091917,357.07,21.55
MOCK_ORDER_183,1,MOCK_PROD_29,MOCK_SELL_3,2026-04-27 23:13:45.091920,19.03,11.44
MOCK_ORDER_184,1,MOCK_PROD_38,MOCK_SELL_14,2026-04-27 23:13:45.091922,319.21,48.76
MOCK_ORDER_184,2,MOCK_PROD_11,MOCK_SELL_11,2026-04-27 23:13:45.091924,13.46,21.08
MOCK_ORDER_184,3,MOCK_PROD_42,MOCK_SELL_11,2026-04-27 23:13:45.091926,226.45,31.16
MOCK_ORDER_185,1,MOCK_PROD_39,MOCK_SELL_7,2026-04-27 23:13:45.091929,348.72,7.33
MOCK_ORDER_185,2,MOCK_PROD_34,MOCK_SELL_11,2026-04-27 23:13:45.091931,34.69,32.48
MOCK_ORDER_185,3,MOCK_PROD_19,MOCK_SELL_10,2026-04-27 23:13:45.091933,373.77,13.78
MOCK_ORDER_186,1,MOCK_PROD_34,MOCK_SELL_13,2026-04-27 23:13:45.091936,274.54,48.78
MOCK_ORDER_186,2,MOCK_PROD_5,MOCK_SELL_1,2026-04-27 23:13:45.091938,230.6,38.86
MOCK_ORDER_187,1,MOCK_PROD_41,MOCK_SELL_17,2026-04-27 23:13:45.091940,391.87,27.19
MOCK_ORDER_187,2,MOCK_PROD_35,MOCK_SELL_2,2026-04-27 23:13:45.091943,261.7,43.81
MOCK_ORDER_188,1,MOCK_PROD_27,MOCK_SELL_9,2026-04-27 23:13:45.091946,419.81,49.36
MOCK_ORDER_189,1,MOCK_PROD_19,MOCK_SELL_19,2026-04-27 23:13:45.091968,439.53,6.4
MOCK_ORDER_189,2,MOCK_PROD_20,MOCK_SELL_12,2026-04-27 23:13:45.091970,285.86,46.28
MOCK_ORDER_190,1,MOCK_PROD_5,MOCK_SELL_17,2026-04-27 23:13:45.091973,79.34,37.33
MOCK_ORDER_190,2,MOCK_PROD_15,MOCK_SELL_12,2026-04-27 23:13:45.091975,471.13,33.16
MOCK_ORDER_190,3,MOCK_PROD_12,MOCK_SELL_7,2026-04-27 23:13:45.091977,196.17,9.3
MOCK_ORDER_191,1,MOCK_PROD_21,MOCK_SELL_12,2026-04-27 23:13:45.091980,484.59,25.41
MOCK_ORDER_191,2,MOCK_PROD_19,MOCK_SELL_4,2026-04-27 23:13:45.091982,466.51,38.7
MOCK_ORDER_191,3,MOCK_PROD_24,MOCK_SELL_8,2026-04-27 23:13:45.091984,428.06,5.08
MOCK_ORDER_192,1,MOCK_PROD_19,MOCK_SELL_20,2026-04-27 23:13:45.091987,126.86,29.54
MOCK_ORDER_192,2,MOCK_PROD_4,MOCK_SELL_11,2026-04-27 23:13:45.091989,486.23,41.09
MOCK_ORDER_192,3,MOCK_PROD_30,MOCK_SELL_13,2026-04-27 23:13:45.091991,370.39,10.67
MOCK_ORDER_193,1,MOCK_PROD_41,MOCK_SELL_8,2026-04-27 23:13:45.091993,411.74,38.26
MOCK_ORDER_193,2,MOCK_PROD_32,MOCK_SELL_5,2026-04-27 23:13:45.091996,466.21,40.41
MOCK_ORDER_193,3,MOCK_PROD_22,MOCK_SELL_12,2026-04-27 23:13:45.091998,321.43,6.1
MOCK_ORDER_194,1,MOCK_PROD_20,MOCK_SELL_13,2026-04-27 23:13:45.092000,349.36,22.81
MOCK_ORDER_194,2,MOCK_PROD_30,MOCK_SELL_4,2026-04-27 23:13:45.092002,284.16,18.02
MOCK_ORDER_194,3,MOCK_PROD_34,MOCK_SELL_3,2026-04-27 23:13:45.092005,289.7,30.76
MOCK_ORDER_195,1,MOCK_PROD_30,MOCK_SELL_20,2026-04-27 23:13:45.092007,454.11,34.93
MOCK_ORDER_195,2,MOCK_PROD_21,MOCK_SELL_11,2026-04-27 23:13:45.092010,221.81,42.42
MOCK_ORDER_196,1,MOCK_PROD_2,MOCK_SELL_16,2026-04-27 23:13:45.092012,473.82,9.16
MOCK_ORDER_197,1,MOCK_PROD_40,MOCK_SELL_9,2026-04-27 23:13:45.092015,206.02,7.84
MOCK_ORDER_197,2,MOCK_PROD_1,MOCK_SELL_4,2026-04-27 23:13:45.092017,495.84,16.03
MOCK_ORDER_197,3,MOCK_PROD_24,MOCK_SELL_7,2026-04-27 23:13:45.092019,378.63,49.94
MOCK_ORDER_198,1,MOCK_PROD_17,MOCK_SELL_16,2026-04-27 23:13:45.092022,452.65,14.34
MOCK_ORDER_198,2,MOCK_PROD_23,MOCK_SELL_13,2026-04-27 23:13:45.092024,483.68,13.02
MOCK_ORDER_198,3,MOCK_PROD_5,MOCK_SELL_12,2026-04-27 23:13:45.092026,425.86,29.14
MOCK_ORDER_199,1,MOCK_PROD_44,MOCK_SELL_17,2026-04-27 23:13:45.092029,466.55,19.09
MOCK_ORDER_199,2,MOCK_PROD_31,MOCK_SELL_15,2026-04-27 23:13:45.092031,278.52,30.36
MOCK_ORDER_199,3,MOCK_PROD_38,MOCK_SELL_4,2026-04-27 23:13:45.092033,268.04,34.44
MOCK_ORDER_200,1,MOCK_PROD_6,MOCK_SELL_18,2026-04-27 23:13:45.092036,74.52,39.99
MOCK_ORDER_201,1,MOCK_PROD_44,MOCK_SELL_11,2026-04-27 23:13:45.092038,332.6,5.73
MOCK_ORDER_201,2,MOCK_PROD_2,MOCK_SELL_17,2026-04-27 23:13:45.092040,254.98,20.4
MOCK_ORDER_202,1,MOCK_PROD_37,MOCK_SELL_15,2026-04-27 23:13:45.092043,172.39,31.75
MOCK_ORDER_202,2,MOCK_PROD_19,MOCK_SELL_2,2026-04-27 23:13:45.092045,342.57,7.95
MOCK_ORDER_203,1,MOCK_PROD_41,MOCK_SELL_2,2026-04-27 23:13:45.092048,297.4,27.58
MOCK_ORDER_204,1,MOCK_PROD_22,MOCK_SELL_13,2026-04-27 23:13:45.092051,36.97,16.28
MOCK_ORDER_204,2,MOCK_PROD_5,MOCK_SELL_13,2026-04-27 23:13:45.092053,21.89,28.63
MOCK_ORDER_205,1,MOCK_PROD_19,MOCK_SELL_14,2026-04-27 23:13:45.092055,473.73,23.98
MOCK_ORDER_205,2,MOCK_PROD_19,MOCK_SELL_12,2026-04-27 23:13:45.092072,244.58,27.42
MOCK_ORDER_206,1,MOCK_PROD_49,MOCK_SELL_17,2026-04-27 23:13:45.092075,331.87,40.95
MOCK_ORDER_206,2,MOCK_PROD_50,MOCK_SELL_15,2026-04-27 23:13:45.092077,74.19,47.03
MOCK_ORDER_207,1,MOCK_PROD_8,MOCK_SELL_13,2026-04-27 23:13:45.092079,47.5,10.28
MOCK_ORDER_207,2,MOCK_PROD_8,MOCK_SELL_12,2026-04-27 23:13:45.092081,374.62,10.49
MOCK_ORDER_208,1,MOCK_PROD_25,MOCK_SELL_3,2026-04-27 23:13:45.092084,94.84,23.3
MOCK_ORDER_208,2,MOCK_PROD_43,MOCK_SELL_2,2026-04-27 23:13:45.092086,400.97,19.61
MOCK_ORDER_208,3,MOCK_PROD_32,MOCK_SELL_13,2026-04-27 23:13:45.092088,196.81,13.7
MOCK_ORDER_209,1,MOCK_PROD_47,MOCK_SELL_16,2026-04-27 23:13:45.092091,347.86,42.93
MOCK_ORDER_209,2,MOCK_PROD_50,MOCK_SELL_14,2026-04-27 23:13:45.092093,376.17,7.41
MOCK_ORDER_210,1,MOCK_PROD_23,MOCK_SELL_16,2026-04-27 23:13:45.092095,306.15,18.27
MOCK_ORDER_211,1,MOCK_PROD_24,MOCK_SELL_12,2026-04-27 23:13:45.092098,422.17,30.67
MOCK_ORDER_211,2,MOCK_PROD_19,MOCK_SELL_15,2026-04-27 23:13:45.092100,431.35,17.21
MOCK_ORDER_211,3,MOCK_PROD_13,MOCK_SELL_12,2026-04-27 23:13:45.092102,40.79,24.86
MOCK_ORDER_212,1,MOCK_PROD_44,MOCK_SELL_8,2026-04-27 23:13:45.092105,341.24,11.95
MOCK_ORDER_213,1,MOCK_PROD_22,MOCK_SELL_5,2026-04-27 23:13:45.092107,85.27,24.54
MOCK_ORDER_214,1,MOCK_PROD_47,MOCK_SELL_13,2026-04-27 23:13:45.092109,418.48,25.63
MOCK_ORDER_215,1,MOCK_PROD_33,MOCK_SELL_18,2026-04-27 23:13:45.092112,269.72,40.34
MOCK_ORDER_215,2,MOCK_PROD_26,MOCK_SELL_18,2026-04-27 23:13:45.092114,175.71,24.6
MOCK_ORDER_215,3,MOCK_PROD_14,MOCK_SELL_8,2026-04-27 23:13:45.092116,27.04,17.78
MOCK_ORDER_216,1,MOCK_PROD_47,MOCK_SELL_7,2026-04-27 23:13:45.092119,64.03,21.82
MOCK_ORDER_216,2,MOCK_PROD_8,MOCK_SELL_15,2026-04-27 23:13:45.092121,479.91,29.67
MOCK_ORDER_217,1,MOCK_PROD_29,MOCK_SELL_13,2026-04-27 23:13:45.092123,60.66,39.78
MOCK_ORDER_217,2,MOCK_PROD_11,MOCK_SELL_14,2026-04-27 23:13:45.092126,389.22,46.93
MOCK_ORDER_218,1,MOCK_PROD_50,MOCK_SELL_17,2026-04-27 23:13:45.092128,225.21,40.62
MOCK_ORDER_218,2,MOCK_PROD_36,MOCK_SELL_4,2026-04-27 23:13:45.092130,89.09,16.76
MOCK_ORDER_219,1,MOCK_PROD_31,MOCK_SELL_8,2026-04-27 23:13:45.092133,187.71,36.89
MOCK_ORDER_220,1,MOCK_PROD_47,MOCK_SELL_8,2026-04-27 23:13:45.092135,48.92,9.13
MOCK_ORDER_221,1,MOCK_PROD_21,MOCK_SELL_1,2026-04-27 23:13:45.092137,134.75,24.66
MOCK_ORDER_222,1,MOCK_PROD_31,MOCK_SELL_8,2026-04-27 23:13:45.092140,274.55,23.81
MOCK_ORDER_222,2,MOCK_PROD_31,MOCK_SELL_9,2026-04-27 23:13:45.092142,50.71,22.28
MOCK_ORDER_222,3,MOCK_PROD_3,MOCK_SELL_19,2026-04-27 23:13:45.092144,468.95,17.12
MOCK_ORDER_223,1,MOCK_PROD_33,MOCK_SELL_20,2026-04-27 23:13:45.092147,32.64,23.73
MOCK_ORDER_224,1,MOCK_PROD_3,MOCK_SELL_17,2026-04-27 23:13:45.092149,458.61,35.97
MOCK_ORDER_224,2,MOCK_PROD_20,MOCK_SELL_12,2026-04-27 23:13:45.092151,384.6,33.51
MOCK_ORDER_225,1,MOCK_PROD_10,MOCK_SELL_15,2026-04-27 23:13:45.092154,186.0,48.99
MOCK_ORDER_225,2,MOCK_PROD_23,MOCK_SELL_9,2026-04-27 23:13:45.092156,470.45,21.88
MOCK_ORDER_225,3,MOCK_PROD_35,MOCK_SELL_2,2026-04-27 23:13:45.092158,178.22,33.11
MOCK_ORDER_226,1,MOCK_PROD_18,MOCK_SELL_3,2026-04-27 23:13:45.092160,104.67,44.02
MOCK_ORDER_226,2,MOCK_PROD_2,MOCK_SELL_5,2026-04-27 23:13:45.092163,25.4,47.99
MOCK_ORDER_227,1,MOCK_PROD_1,MOCK_SELL_3,2026-04-27 23:13:45.092165,165.87,19.55
MOCK_ORDER_228,1,MOCK_PROD_25,MOCK_SELL_6,2026-04-27 23:13:45.092168,456.69,23.08
MOCK_ORDER_228,2,MOCK_PROD_43,MOCK_SELL_9,2026-04-27 23:13:45.092170,80.52,9.45
MOCK_ORDER_229,1,MOCK_PROD_32,MOCK_SELL_13,2026-04-27 23:13:45.092173,455.91,42.97
MOCK_ORDER_229,2,MOCK_PROD_8,MOCK_SELL_5,2026-04-27 23:13:45.092175,499.67,43.12
MOCK_ORDER_229,3,MOCK_PROD_25,MOCK_SELL_17,2026-04-27 23:13:45.092177,486.84,13.56
MOCK_ORDER_230,1,MOCK_PROD_29,MOCK_SELL_10,2026-04-27 23:13:45.092180,423.51,21.38
MOCK_ORDER_230,2,MOCK_PROD_48,MOCK_SELL_20,2026-04-27 23:13:45.092182,392.01,42.96
MOCK_ORDER_230,3,MOCK_PROD_7,MOCK_SELL_2,2026-04-27 23:13:45.092184,237.1,23.8
MOCK_ORDER_231,1,MOCK_PROD_11,MOCK_SELL_15,2026-04-27 23:13:45.092187,195.93,13.95
MOCK_ORDER_231,2,MOCK_PROD_49,MOCK_SELL_5,2026-04-27 23:13:45.092189,60.73,24.1
MOCK_ORDER_231,3,MOCK_PROD_45,MOCK_SELL_20,2026-04-27 23:13:45.092191,169.27,34.89
MOCK_ORDER_232,1,MOCK_PROD_2,MOCK_SELL_6,2026-04-27 23:13:45.092194,255.62,33.23
MOCK_ORDER_233,1,MOCK_PROD_37,MOCK_SELL_3,2026-04-27 23:13:45.092197,374.73,35.73
MOCK_ORDER_234,1,MOCK_PROD_1,MOCK_SELL_18,2026-04-27 23:13:45.092199,425.66,9.49
MOCK_ORDER_235,1,MOCK_PROD_48,MOCK_SELL_7,2026-04-27 23:13:45.092202,126.85,36.0
MOCK_ORDER_236,1,MOCK_PROD_26,MOCK_SELL_5,2026-04-27 23:13:45.092204,182.6,21.77
MOCK_ORDER_237,1,MOCK_PROD_14,MOCK_SELL_20,2026-04-27 23:13:45.092207,465.57,27.33
MOCK_ORDER_238,1,MOCK_PROD_19,MOCK_SELL_5,2026-04-27 23:13:45.092209,441.2,22.52
MOCK_ORDER_238,2,MOCK_PROD_27,MOCK_SELL_1,2026-04-27 23:13:45.092211,295.22,41.05
